On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Clarke County Public Schools,Clarke County High,Hispanic,23,23,100,23,100
2023,SCH,Clarke County Public Schools,Clarke County High,Male,101,101,100,101,100
2023,SCH,Clarke County Public Schools,Clarke County High,Military Connected,<,<,100,<,100
2023,SCH,Clarke County Public Schools,Clarke County High,Multiple Races,18,18,100,18,100
2023,SCH,Clarke County Public Schools,Clarke County High,Native Hawaiian,<,<,100,<,100
2023,SCH,Clarke County Public Schools,Clarke County High,Students with Disabilities,13,13,100,13,100
2023,SCH,Clarke County Public Schools,Clarke County High,White,145,145,100,145,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,All Students,44,40,90.9,40,90.9
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,American Indian,<,<,100,<,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Black,<,<,<,<,<
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Economically Disadvantaged,19,17,89.5,17,89.5
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Female,17,15,88.2,15,88.2
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Hispanic,<,<,100,<,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Homeless,<,<,<,<,<
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Male,27,25,92.6,25,92.6
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Military Connected,<,<,100,<,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Multiple Races,<,<,100,<,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,Students with Disabilities,<,<,100,<,100
2023,SCH,Colonial Beach Public Schools,Colonial Beach High,White,24,21,87.5,21,87.5
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,All Students,184,167,90.8,169,91.8
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Asian,<,<,100,<,100
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Black,37,35,94.6,35,94.6
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Economically Disadvantaged,94,82,87.2,84,89.4
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,English Learners,<,<,<,<,<
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Female,90,84,93.3,86,95.6
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Hispanic,22,17,77.3,17,77.3
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Homeless,<,<,<,<,<
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Male,94,83,88.3,83,88.3
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Military Connected,10,10,100,10,100
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Multiple Races,16,16,100,16,100
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Native Hawaiian,<,<,100,<,100
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,Students with Disabilities,29,23,79.3,23,79.3
2023,SCH,Colonial Heights City Public Schools,Colonial Heights High,White,104,94,90.4,96,92.3
2023,SCH,Craig County Public Schools,Craig County High,All Students,37,34,91.9,34,91.9
2023,SCH,Craig County Public Schools,Craig County High,Economically Disadvantaged,16,14,87.5,14,87.5
2023,SCH,Craig County Public Schools,Craig County High,Female,15,12,80,12,80
2023,SCH,Craig County Public Schools,Craig County High,Foster Care,<,<,<,<,<
2023,SCH,Craig County Public Schools,Craig County High,Homeless,<,<,100,<,100
2023,SCH,Craig County Public Schools,Craig County High,Male,22,22,100,22,100
2023,SCH,Craig County Public Schools,Craig County High,Students with Disabilities,11,10,90.9,10,90.9
2023,SCH,Craig County Public Schools,Craig County High,White,37,34,91.9,34,91.9
2023,SCH,Culpeper County Public Schools,Culpeper County High,All Students,313,295,94.2,295,94.2
2023,SCH,Culpeper County Public Schools,Culpeper County High,American Indian,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Culpeper County High,Asian,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Culpeper County High,Black,28,26,92.9,26,92.9
2023,SCH,Culpeper County Public Schools,Culpeper County High,Economically Disadvantaged,137,131,95.6,131,95.6
2023,SCH,Culpeper County Public Schools,Culpeper County High,English Learners,34,22,64.7,22,64.7
2023,SCH,Culpeper County Public Schools,Culpeper County High,Female,154,149,96.8,149,96.8
2023,SCH,Culpeper County Public Schools,Culpeper County High,Foster Care,<,<,<,<,<
2023,SCH,Culpeper County Public Schools,Culpeper County High,Hispanic,95,82,86.3,82,86.3
2023,SCH,Culpeper County Public Schools,Culpeper County High,Homeless,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Culpeper County High,Male,159,146,91.8,146,91.8
2023,SCH,Culpeper County Public Schools,Culpeper County High,Military Connected,<,<,<,<,<
2023,SCH,Culpeper County Public Schools,Culpeper County High,Multiple Races,27,27,100,27,100
2023,SCH,Culpeper County Public Schools,Culpeper County High,Native Hawaiian,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Culpeper County High,Students with Disabilities,26,25,96.2,25,96.2
2023,SCH,Culpeper County Public Schools,Culpeper County High,White,158,155,98.1,155,98.1
2023,SCH,Culpeper County Public Schools,Eastern View High,All Students,380,329,86.6,331,87.1
2023,SCH,Culpeper County Public Schools,Eastern View High,Asian,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Eastern View High,Black,49,40,81.6,40,81.6
2023,SCH,Culpeper County Public Schools,Eastern View High,Economically Disadvantaged,155,124,80,125,80.6
2023,SCH,Culpeper County Public Schools,Eastern View High,English Learners,45,24,53.3,24,53.3
2023,SCH,Culpeper County Public Schools,Eastern View High,Female,174,160,92,160,92
2023,SCH,Culpeper County Public Schools,Eastern View High,Foster Care,<,<,100,<,100
2023,SCH,Culpeper County Public Schools,Eastern View High,Hispanic,108,80,74.1,81,75
2023,SCH,Culpeper County Public Schools,Eastern View High,Homeless,<,<,<,<,<
2023,SCH,Culpeper County Public Schools,Eastern View High,Male,206,169,82,171,83
2023,SCH,Culpeper County Public Schools,Eastern View High,Military Connected,<,<,<,<,<
2023,SCH,Culpeper County Public Schools,Eastern View High,Multiple Races,30,25,83.3,25,83.3
2023,SCH,Culpeper County Public Schools,Eastern View High,Students with Disabilities,39,35,89.7,35,89.7
2023,SCH,Culpeper County Public Schools,Eastern View High,White,185,176,95.1,177,95.7
2023,SCH,Cumberland County Public Schools,Cumberland High,All Students,82,71,86.6,73,89
2023,SCH,Cumberland County Public Schools,Cumberland High,Black,36,35,97.2,35,97.2
2023,SCH,Cumberland County Public Schools,Cumberland High,Economically Disadvantaged,50,41,82,43,86
2023,SCH,Cumberland County Public Schools,Cumberland High,English Learners,<,<,100,<,100
2023,SCH,Cumberland County Public Schools,Cumberland High,Female,36,31,86.1,32,88.9
2023,SCH,Cumberland County Public Schools,Cumberland High,Foster Care,<,<,<,<,<
2023,SCH,Cumberland County Public Schools,Cumberland High,Hispanic,<,<,100,<,100
2023,SCH,Cumberland County Public Schools,Cumberland High,Male,46,40,87,41,89.1
2023,SCH,Cumberland County Public Schools,Cumberland High,Multiple Races,<,<,<,<,<
2023,SCH,Cumberland County Public Schools,Cumberland High,Students with Disabilities,11,9,81.8,9,81.8
2023,SCH,Cumberland County Public Schools,Cumberland High,White,35,27,77.1,28,80
2023,SCH,Danville City Public Schools,Galileo Magnet High,All Students,62,62,100,62,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Asian,<,<,100,<,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Black,16,16,100,16,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Economically Disadvantaged,26,26,100,26,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Female,34,34,100,34,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Hispanic,<,<,100,<,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Male,28,28,100,28,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,Students with Disabilities,<,<,100,<,100
2023,SCH,Danville City Public Schools,Galileo Magnet High,White,38,38,100,38,100
2023,SCH,Danville City Public Schools,George Washington High,All Students,306,237,77.5,244,79.7
2023,SCH,Danville City Public Schools,George Washington High,Asian,<,<,100,<,100
2023,SCH,Danville City Public Schools,George Washington High,Black,225,178,79.1,183,81.3
2023,SCH,Danville City Public Schools,George Washington High,Economically Disadvantaged,259,194,74.9,200,77.2
2023,SCH,Danville City Public Schools,George Washington High,English Learners,<,<,<,<,<
2023,SCH,Danville City Public Schools,George Washington High,Female,154,122,79.2,125,81.2
2023,SCH,Danville City Public Schools,George Washington High,Hispanic,23,20,87,20,87
2023,SCH,Danville City Public Schools,George Washington High,Male,152,115,75.7,119,78.3
2023,SCH,Danville City Public Schools,George Washington High,Multiple Races,10,7,70,8,80
2023,SCH,Danville City Public Schools,George Washington High,Students with Disabilities,62,45,72.6,47,75.8
2023,SCH,Danville City Public Schools,George Washington High,White,47,31,66,32,68.1
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,All Students,29,10,34.5,10,34.5
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Black,24,8,33.3,8,33.3
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Economically Disadvantaged,29,10,34.5,10,34.5
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Female,11,7,63.6,7,63.6
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Hispanic,<,<,<,<,<
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Homeless,<,<,<,<,<
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Male,18,3,16.7,3,16.7
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Multiple Races,<,<,100,<,100
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,Students with Disabilities,<,<,100,<,100
2023,SCH,Danville City Public Schools,R.I.S.E Academy at the John M. Langston Campus,White,<,<,<,<,<
2023,SCH,Dickenson County Public Schools,Ridgeview High,All Students,149,133,89.3,134,89.9
2023,SCH,Dickenson County Public Schools,Ridgeview High,Black,<,<,100,<,100
2023,SCH,Dickenson County Public Schools,Ridgeview High,Economically Disadvantaged,100,85,85,86,86
2023,SCH,Dickenson County Public Schools,Ridgeview High,English Learners,<,<,100,<,100
2023,SCH,Dickenson County Public Schools,Ridgeview High,Female,68,62,91.2,62,91.2
2023,SCH,Dickenson County Public Schools,Ridgeview High,Foster Care,<,<,<,<,<
2023,SCH,Dickenson County Public Schools,Ridgeview High,Hispanic,<,<,100,<,100
2023,SCH,Dickenson County Public Schools,Ridgeview High,Homeless,<,<,100,<,100
2023,SCH,Dickenson County Public Schools,Ridgeview High,Male,81,71,87.7,72,88.9
2023,SCH,Dickenson County Public Schools,Ridgeview High,Multiple Races,<,<,100,<,100
2023,SCH,Dickenson County Public Schools,Ridgeview High,Students with Disabilities,26,22,84.6,22,84.6
2023,SCH,Dickenson County Public Schools,Ridgeview High,White,145,129,89,130,89.7
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,All Students,332,305,91.9,310,93.4
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Asian,<,<,100,<,100
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Black,121,112,92.6,112,92.6
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Economically Disadvantaged,172,157,91.3,159,92.4
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,English Learners,10,8,80,9,90
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Female,155,142,91.6,142,91.6
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Foster Care,<,<,<,<,<
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Hispanic,43,39,90.7,40,93
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Homeless,<,<,<,<,<
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Male,177,163,92.1,168,94.9
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Military Connected,<,<,100,<,100
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Multiple Races,16,14,87.5,14,87.5
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Native Hawaiian,<,<,100,<,100
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,Students with Disabilities,56,53,94.6,54,96.4
2023,SCH,Dinwiddie County Public Schools,Dinwiddie County High,White,148,136,91.9,140,94.6
2023,SCH,Essex County Public Schools,Essex High,All Students,93,87,93.5,87,93.5
2023,SCH,Essex County Public Schools,Essex High,Black,58,53,91.4,53,91.4
2023,SCH,Essex County Public Schools,Essex High,Economically Disadvantaged,75,70,93.3,70,93.3
2023,SCH,Essex County Public Schools,Essex High,English Learners,<,<,100,<,100
2023,SCH,Essex County Public Schools,Essex High,Female,52,49,94.2,49,94.2
2023,SCH,Essex County Public Schools,Essex High,Foster Care,<,<,100,<,100
2023,SCH,Essex County Public Schools,Essex High,Hispanic,<,<,100,<,100
2023,SCH,Essex County Public Schools,Essex High,Homeless,<,<,100,<,100
2023,SCH,Essex County Public Schools,Essex High,Male,41,38,92.7,38,92.7
2023,SCH,Essex County Public Schools,Essex High,Military Connected,<,<,100,<,100
2023,SCH,Essex County Public Schools,Essex High,Multiple Races,<,<,<,<,<
2023,SCH,Essex County Public Schools,Essex High,Students with Disabilities,19,18,94.7,18,94.7
2023,SCH,Essex County Public Schools,Essex High,White,25,25,100,25,100
2023,SCH,Fairfax County Public Schools,Annandale High,All Students,551,517,93.8,523,94.9
2023,SCH,Fairfax County Public Schools,Annandale High,American Indian,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Annandale High,Asian,108,105,97.2,105,97.2
2023,SCH,Fairfax County Public Schools,Annandale High,Black,80,79,98.8,79,98.8
2023,SCH,Fairfax County Public Schools,Annandale High,Economically Disadvantaged,527,511,97,516,97.9
2023,SCH,Fairfax County Public Schools,Annandale High,English Learners,176,150,85.2,152,86.4
2023,SCH,Fairfax County Public Schools,Annandale High,Female,242,232,95.9,235,97.1
2023,SCH,Fairfax County Public Schools,Annandale High,Foster Care,<,<,100,<,100
2023,SCH,Fairfax County Public Schools,Annandale High,Hispanic,290,261,90,267,92.1
2023,SCH,Fairfax County Public Schools,Annandale High,Homeless,11,9,81.8,9,81.8
2023,SCH,Fairfax County Public Schools,Annandale High,Male,307,283,92.2,286,93.2
2023,SCH,Fairfax County Public Schools,Annandale High,Military Connected,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Annandale High,Multiple Races,<,<,100,<,100
2023,SCH,Fairfax County Public Schools,Annandale High,Students with Disabilities,89,83,93.3,83,93.3
2023,SCH,Fairfax County Public Schools,Annandale High,White,62,62,100,62,100
2023,SCH,Fairfax County Public Schools,Bryant High,All Students,106,55,51.9,64,60.4
2023,SCH,Fairfax County Public Schools,Bryant High,Asian,11,8,72.7,9,81.8
2023,SCH,Fairfax County Public Schools,Bryant High,Black,14,9,64.3,11,78.6
2023,SCH,Fairfax County Public Schools,Bryant High,Economically Disadvantaged,71,45,63.4,50,70.4
2023,SCH,Fairfax County Public Schools,Bryant High,English Learners,67,32,47.8,39,58.2
2023,SCH,Fairfax County Public Schools,Bryant High,Female,55,31,56.4,35,63.6
2023,SCH,Fairfax County Public Schools,Bryant High,Foster Care,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Bryant High,Hispanic,69,31,44.9,37,53.6
2023,SCH,Fairfax County Public Schools,Bryant High,Homeless,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Bryant High,Male,51,24,47.1,29,56.9
2023,SCH,Fairfax County Public Schools,Bryant High,Military Connected,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Bryant High,Multiple Races,<,<,100,<,100
2023,SCH,Fairfax County Public Schools,Bryant High,Students with Disabilities,<,<,<,<,<
2023,SCH,Fairfax County Public Schools,Bryant High,White,11,6,54.5,6,54.5
2023,SCH,Fairfax County Public Schools,Centreville High,All Students,643,611,95,612,95.2
2023,SCH,Fairfax County Public Schools,Centreville High,American Indian,<,<,100,<,100
2023,SCH,Fairfax County Public Schools,Centreville High,Asian,196,195,99.5,195,99.5
2023,SCH,Fairfax County Public Schools,Centreville High,Black,59,57,96.6,57,96.6
2023,SCH,Fairfax County Public Schools,Centreville High,Economically Disadvantaged,214,200,93.5,201,93.9
